code;site;city;province;latitude;longitude
2365016;"LINARES FASTLINK Y ASAM-C";"LINARES";"JAEN";38.0931247;-3.6357207
2365018;"LINARES MUXFIN RUBIALES II - PTRO 18";"LINARES";"JAEN";38.0931247;-3.6357207
2365019;"BAILEN";"BAILEN";"JAEN";38.0943416;-3.7751346
2365020;"AVENIDA DE LA ILUSTRACION";"LA CAROLINA";"JAEN";38.2705241;-3.6165722
2365777;"";"LINARES";"JAEN";38.0931247;-3.6357207
2367004;"PTRO 5, POLIGONO LOS CERROS MUXFIN";"UBEDA";"JAEN";38.0111398;-3.3719098
2367013;"SOLANA TORRALBA";"SOLANA DE TORRALBA";"JAEN";37.9883811;-3.1711135
2367777;"";"UBEDA";"JAEN";38.0111398;-3.3719098
2410006;"VILLARRODRIGO REGUERAS";"VILLAQUILAMBRE";"LEON";42.6349132;-5.5349678
2410012;"S.ANDRES RABANEDO";"SAN ANDRES DEL RABANEDO";"LEON";42.6148987;-5.6199081
2410030;"FERRAL BERNESGA";"SAN ANDRES DEL RABANEDO";"LEON";42.6112327;-5.6168662
2410037;"NAVATEJERA/ALTOLLANO";"NAVATEJERA";"LEON";42.6276110;-5.5652470
2410090;"";"SAN ANDRES DEL RABANEDO";"LEON";42.6112327;-5.6168662
2413002;"VIRGEN CAMINO";"VIRGEN DEL CAMINO, LA";"LEON";42.5800874;-5.6412836
2413007;"MONTEJOS CAM";"MONTEJOS DEL CAMINO";"LEON";42.5843866;-5.6892021
2413008;"S.MIGUEL CAMINO";"SAN MIGUEL DEL CAMINO";"LEON";42.5630909;-5.6971302
2413013;"S.MIGUEL CAMINO/GOLF";"VALVERDE DE LA VIRGEN";"LEON";42.5659062;-5.7384764
2461010;"ASTORGA/POL.INDUSTRIAL";"ASTORGA";"LEON";42.4553555;-6.0529025
2465010;"TORAL MERAYO";"PONFERRADA";"LEON";42.5246829;-6.6347452
2465013;"VILLAR BARRI";"PONFERRADA";"LEON";42.5454124;-6.5938719
2465015;"DEHESAS";"PONFERRADA";"LEON";42.5454124;-6.5938719
2465017;"SAN ESTEBAN VALDUEZA";"SAN ESTEBAN DE LA VALDUEZA";"LEON";42.5989995;-5.5682413
2465020;"FUENTES NUEVAS";"PONFERRADA";"LEON";42.5774280;-6.6491203
2465021;"PONFERRADA/EUROPA - TORRE - LEALTAD - ROSALEDA - ROSA FERPI";"PONFERRADA";"LEON";42.5454124;-6.5938719
2465022;"PONFERRADA/PATRICIA";"PONFERRADA";"LEON";42.5526636;-6.5705809
2479000;"";"SAN ANDRES DEL RABANEDO";"LEON";42.6112327;-5.6168662
2513004;"BORGES BLANQUES";"BORGES BLANQUES";"LLEIDA";41.5214072;0.8779098
2562006;"BALAGUER";"BALAGUER";"LLEIDA";41.7420124;0.7576027
2564001;"CERVERA";"CERVERA";"LLEIDA";41.6712953;1.2698204
2565010;"MOLLERUSSA";"MOLLERUSSA";"LLEIDA";41.6317967;0.8969107
2571010;"TARREGA";"TARREGA";"LLEIDA";41.6502246;1.1388857
2571012;"CLARAVALLS";"TARREGA";"LLEIDA";41.7022860;1.1267836
2710003;"LU-CEAO";"LUGO";"LUGO";42.9913122;-7.5908294
2710004;"CARBALLAL";"LUGO";"LUGO";43.0396042;-7.4566071
2710005;"VILLAESTEVEZ";"LUGO";"LUGO";43.0396042;-7.4566071
2710006;"NADELA";"LUGO";"LUGO";42.9695226;-7.5043369
2710007;"GARABELOS";"GARABOLOS";"LUGO";43.0293641;-7.5705415
2710008;"A CAMPIÑA";"LUGO";"LUGO";43.0338423;-7.5317244
2710009;"LU/LOUZANETA";"LUGO";"LUGO";42.9913122;-7.5908294
2710090;"";"LUGO";"LUGO";42.9913122;-7.5908294
2769018;"TOXEIRAS";"VIVEIRO";"LUGO";43.6231293;-7.6056322
2779000;"";"LUGO";"LUGO";42.9913122;-7.5908294
2811002;"LA MORALEJA CT TSM - 2800028";"ALCOBENDAS";"MADRID";40.5141357;-3.6758196
2811005;"ALCOBENDAS/POLIG.";"ALCOBENDAS";"MADRID";40.5141357;-3.6758196
2811007;"FUENTE EL FRESNO";"FUENTE DEL FRESNO";"MADRID";40.5893183;-3.5835724
2811008;"S.SEBASTIAN REYES/FITL300";"ALGETE";"MADRID";40.3885236;-3.6943910
2811009;"PTRO NUM.0333-FITL";"ALCOBENDAS";"MADRID";40.5141357;-3.6758196
2811010;"ALCOBENDAS/FITL - S.SEBASTIAN REYES/FITL";"SAN SEBASTIAN DE LOS REYES";"MADRID";40.5473698;-3.6260586
2811016;"ALCOBENDAS/POLIGONO-FITL 766 PTRO";"ALCOBENDAS";"MADRID";40.5178058;-3.6423766
2813002;"PINTO/AIMAYR";"PINTO";"MADRID";40.3929442;-3.6968041
2815002;"MEJORADA CAMPO";"MEJORADA DEL CAMPO";"MADRID";40.3941263;-3.4882921
2815003;"RIVAS VACIAMADRID";"RIVAS DE VACIAMADRID";"MADRID";40.3282849;-3.5204381
2815005;"RIVAS JARAMA";"RIVAS DEL JARAMA";"MADRID";40.4167047;-3.7035825
2815006;"VELILLA CT TSM - 2800265";"VELILLA DE SAN ANTONIO";"MADRID";40.3671660;-3.4874435
2815008;"RIVAS VACIAMADRID/FITL - RIVAS/FITL";"RIVAS DE VACIAMADRID";"MADRID";40.3546484;-3.5030321
2861003;"DAGANZO ARRIBA";"DAGANZO DE ARRIBA";"MADRID";40.5442100;-3.4596156
2861004;"LOECHES/X";"LOECHES";"MADRID";40.3822055;-3.4483101
2861010;"AJALVIR";"AJALVIR";"MADRID";40.5311728;-3.4905767
2861022;"LOECHES/FITL 5 a 8";"LOECHES";"MADRID";40.4312993;-3.7329821
2862002;"CIEMPOZUELOS";"CIEMPOZUELOS";"MADRID";40.1591185;-3.6099165
2862012;"ARANJUEZ/C.PENIT.";"ARANJUEZ";"MADRID";40.0322100;-3.6039604
2862013;"S.MARTIN VEGA/FITL2 - FITL4";"SAN MARTIN DE LA VEGA";"MADRID";40.2110462;-3.5771806
2862015;"ARANJUEZ/FITL36";"ARANJUEZ";"MADRID";40.0349494;-3.6186492
2862018;"CIEMPOZUELOS/FITL10";"CIEMPOZUELOS";"MADRID";40.1580087;-3.6205514
2865003;"COLLADO VILLALBA/FITL";"COLLADO VILLALBA";"MADRID";40.6431496;-3.9930128
2865006;"COLLADO VILLALBA";"COLLADO VILLALBA";"MADRID";40.6373567;-4.0015777
2867005;"COLMENAR VIEJO";"COLMENAR VIEJO";"MADRID";40.6450997;-3.7780323
2867006;"MOLAR";"MOLAR, EL";"MADRID";40.7299364;-3.5911019
2867029;"COLMENAR VIEJO/FITL44";"COLMENAR VIEJO";"MADRID";40.6587726;-3.7659722
2869004;"GRIÑON";"GRIÑON";"MADRID";40.2265945;-3.8443845
2869006;"NAVALCARNERO";"NAVALCARNERO";"MADRID";40.2924662;-3.9809457
2869009;"TORREJON DE LA CALZADA";"TORREJON  DE CALZADA";"MADRID";40.4059559;-3.5779361
2869030;"MUXFIN PTRO 38";"NAVALCARNERO";"MADRID";40.4399768;-3.6767679
2869031;"GRIÑON/FITL6";"GRIÑON";"MADRID";40.4385998;-3.6779167
2869036;"TORREJON CALZADA/FITL5";"TORREJON  DE CALZADA";"MADRID";40.4069816;-3.5774260
2910020;"TORREMOLINOS MUXFIN";"TORREMOLINOS";"MALAGA";36.6242841;-4.4995448
2913002;"CARTAMA";"CARTAMA";"MALAGA";36.7196423;-4.6113615
2913003;"VILLAFRANCA GUADALHORCE";"ALHAURIN EL GRANDE";"MALAGA";36.6421248;-4.6867447
2913004;"CARTAMA PUEBLO";"CARTAMA";"MALAGA";36.7213028;-4.4216366
2913005;"CARTAMA E.F.C.";"CARTAMA";"MALAGA";36.7196423;-4.6113615
2914001;"BENALMADENA";"BENALMADENA";"MALAGA";36.5863706;-4.5634650
2914003;"BENALMADENA";"BENALMADENA";"MALAGA";36.5863706;-4.5634650
2914004;"BENALMADENA COSTA";"BENALMADENA";"MALAGA";36.5863706;-4.5634650
2961005;"ARCHIDONA";"ARCHIDONA";"MALAGA";37.1026511;-4.3096168
2961006;"BOBADILLA (MA)";"BOBADILLA";"MALAGA";37.0376401;-4.7279832
2961010;"ANTEQUERA MUXFIN";"ANTEQUERA";"MALAGA";37.0183652;-4.5596649
2961023;"JOYA NOGALES";"ANTEQUERA";"MALAGA";37.0183652;-4.5596649
2961027;"CARTAOJAL";"ANTEQUERA";"MALAGA";37.0183652;-4.5596649
2961030;"SALINAS (MA)";"SALINAS";"MALAGA";36.7448644;-4.4908386
2961777;"";"ANTEQUERA";"MALAGA";37.0183652;-4.5596649
2962002;"ALORA";"ALORA";"MALAGA";36.8197098;-4.6993991
2962008;"COIN MUXFIN";"COIN";"MALAGA";36.6600506;-4.7565615
2962010;"SAN JORGE Y PACA MUXFIN - ALHAURIN G.MUXFIN TERRAZASALHAURIN";"ALHAURIN EL GRANDE";"MALAGA";36.6421248;-4.6867447
2962016;"GIBRALGALIA";"GIBRALGALIA";"MALAGA";36.7490271;-4.7666146
2962022;"MELLIZAS";"ALORA";"MALAGA";36.8732189;-4.7192019
2962777;"";"COIN";"MALAGA";36.6600506;-4.7565615
2963018;"ESTEPONA/VELERIN";"ESTEPONA";"MALAGA";36.4600949;-5.0798755
2963019;"ESTEPONA/MUXFINs 2";"ESTEPONA";"MALAGA";36.4268068;-5.1468484
2963027;"ESTEPONA/MUXFINs";"ESTEPONA";"MALAGA";36.4169627;-5.1562838
2965027;"MARO";"MARO";"MALAGA";36.7573198;-3.8437773
2965030;"URBANIZACION EL CHAPARIL II";"NERJA";"MALAGA";36.7468565;-3.8790164
3012004;"FENAZAR/FENAZAR TRO-1";"MOLINA DE SEGURA";"MURCIA";38.0583976;-1.2024152
3012006;"ALTORREAL";"ALTORREAL";"MURCIA";38.0735669;-1.1684632
3012008;"P.IND.LA ESTRELLA MUXFI TRO1 - TR03";"MOLINA DE SEGURA";"MURCIA";38.0583976;-1.2024152
3012009;"ALTORREAL/LO PIQUERAS MUXFIN TRO1";"ALTORREAL";"MURCIA";38.0735669;-1.1684632
3012011;"MDES/URB. CASA DEL AIRE TRO Nº4";"MOLINA DE SEGURA";"MURCIA";38.0558899;-1.2075949
3020003;"ALBUJON";"CARTAGENA";"MURCIA";37.7099989;-1.0494996
3020004;"PALMA";"CARTAGENA";"MURCIA";37.6067900;-0.9910500
3020005;"PUEBLA";"CARTAGENA";"MURCIA";37.7850615;-0.8513814
3020006;"POZO ESTRECHO";"POZO ESTRECHO";"MURCIA";37.7100620;-0.9921834
3020007;"ALUMBRES";"ALUMBRES";"MURCIA";37.6060377;-0.9146644
3020008;"ALJORRA";"CARTAGENA";"MURCIA";37.6941427;-1.0861154
3020009;"CANTERAS";"CANTERAS";"MURCIA";37.4146824;-1.5750043
3020010;"CUESTA BLANCA";"CARTAGENA";"MURCIA";37.6423185;-1.0950896
3020011;"TALLANTE";"TALLANTE";"MURCIA";37.6464984;-1.1584798
3020012;"VENTORRILLOS";"CARTAGENA";"MURCIA";37.6642128;-1.0118255
3020014;"VALLE ESCOMBRERAS";"VALLE DE ESCOMBRERAS";"MURCIA";37.5805408;-0.9231839
3020016;"PUERTO SANTA BARBARA";"CARTAGENA";"MURCIA";37.6561101;-1.0139687
3020018;"ALBUJON";"CARTAGENA";"MURCIA";37.7099989;-1.0494996
3020019;"CARTAGENA PARQUE MEDITERRANEO";"CARTAGENA";"MURCIA";37.6243091;-0.9501586
3021006;"ISLA PLANA";"ISLA PLANA";"MURCIA";37.5731724;-1.1997036
3021010;"LIBRILLERAS";"LORCA";"MURCIA";37.5405685;-1.4659095
3021011;"AZOHIA + TSM - 3001464";"AZOHIA, LA";"MURCIA";37.5532697;-1.1683955
3023001;"LLANO BEAL";"CARTAGENA";"MURCIA";37.6237528;-0.8362873
3023002;"UNION/P.I.LOS CAMACHOS TRO1";"CARTAGENA";"MURCIA";37.6484300;-0.9156780
3023003;"MANGA/VIVERO";"MANGA, LA";"MURCIA";37.7362919;-0.7385496
3023005;"LOS BELONES";"CARTAGENA";"MURCIA";37.6229712;-0.7780725
3023007;"ALGAR (MU)";"ALGAR, EL";"MURCIA";37.6480454;-0.8673494
3023008;"NIETOS";"CARTAGENA";"MURCIA";37.6493843;-0.7865547
3023009;"ROCHE BAJO";"ROCHE BAJO";"MURCIA";37.6268764;-0.9232403
3023010;"PORTMAN";"PORTMAN";"MURCIA";37.5888675;-0.8440126
3023011;"URRUTIAS  TSM - 3000064";"CARTAGENA";"MURCIA";37.6561101;-1.0139687
3023012;"MANGA CLUB";"CARTAGENA";"MURCIA";37.6048272;-0.7981247
3023014;"MAR CRISTAL";"CARTAGENA";"MURCIA";37.6392488;-0.7621109
3066002;"ALMENDRICOS";"LORCA";"MURCIA";37.4747549;-1.7795765
3066003;"AVILES (MU)";"LORCA";"MURCIA";37.9064401;-1.7975927
3066004;"LORC/CIUDAD AUTOMOVIL TRO Nº1";"LORCA";"MURCIA";37.6711989;-1.6988592
3066007;"TOTANA/RESIDENCIAL ESPUÑA TRO1";"TOTANA";"MURCIA";37.7697645;-1.5025376
3066009;"PACA";"PACA, LA";"MURCIA";37.8718836;-1.8342966
3066010;"FUENSANTA (MU)";"FUENSANTA";"MURCIA";37.9375232;-1.1182251
3066011;"ZARZADILLA TOTANA";"ZARZADILLA DE TOTANA";"MURCIA";37.8781205;-1.7085397
3066012;"HOYA LORCA";"LORCA";"MURCIA";37.7039257;-1.5954901
3066013;"CANTAREROS";"TOTANA";"MURCIA";37.7697645;-1.5025376
3066014;"TODOSOL";"TODOSOL";"MURCIA";37.4275508;-1.5399072
3066015;"CALABARDINA";"CALABARDINA";"MURCIA";37.9923795;-1.1305431
3066016;"CASAS D/L MONJAS";"LORCA";"MURCIA";37.6711989;-1.6988592
3066018;"CAMPANA CABILDO";"LORCA";"MURCIA";37.6711989;-1.6988592
3066021;"COY";"LORCA";"MURCIA";37.9476236;-1.8126487
3066022;"TORRE DEL OBISPO TRO-1";"LORCA";"MURCIA";37.6711989;-1.6988592
3066023;"ZARCILLA RAMOS";"ZARCILLA DE RAMOS";"MURCIA";37.8412208;-1.8734979
3110002;"PAMPLONA/ESTE CT TSM - 3100003";"PAMPLONA";"NAVARRA";42.8181992;-1.6440089
3110005;"PA/BARAÑAIN";"PAMPLONA";"NAVARRA";42.8181992;-1.6440089
3111001;"AIZOAIN";"AIZOAIN";"NAVARRA";42.8437925;-1.6767049
3112005;"GORRAIZ";"GORRAIZ";"NAVARRA";42.8213624;-1.5814069
3113005;"NOAIN";"NOAIN";"NAVARRA";42.7627828;-1.6341152
3113006;"IMARCOAIN";"IMARCOAIN";"NAVARRA";42.7441574;-1.6299383
3114004;"ORCOYEN";"ORCOYEN";"NAVARRA";42.8238072;-1.6965298
3114005;"P/GESTAMP TSM-3100401";"ARAZURI";"NAVARRA";42.8164762;-1.7208426
3161001;"ALSASUA";"ALSASUA";"NAVARRA";42.8951765;-2.1799954
3165007;"ESTELLA";"ESTELLA";"NAVARRA";42.6822588;-2.0559686
3166001;"IRURZUN";"IRURTZUN";"NAVARRA";42.9184675;-1.8286391
3167004;"LEIZA";"LEITZA";"NAVARRA";43.0783895;-1.9189788
3169015;"TAFALLA CT TSM - 3100028";"TAFALLA";"NAVARRA";42.4850213;-1.6980170
3170020;"TUDELA/MONTE CIERZO";"TUDELA";"NAVARRA";42.0516535;-1.6124031
3172009;"VIANA";"VIANA";"NAVARRA";42.5149542;-2.3720127
3173005;"S.ADRIAN";"SAN ADRIAN";"NAVARRA";42.3405991;-1.9395668
3210003;"UNTES  CT / EB TSM - 3200034";"OURENSE";"OURENSE";42.3438932;-7.8571791
3210008;"ALBAREDO";"OURENSE";"OURENSE";42.2155377;-7.2050478
3210013;"BEIRO (SAS)";"OURENSE";"OURENSE";42.1939629;-7.5371240
3210017;"STA.MARIÑA MONTE";"OURENSE";"OURENSE";42.3190572;-7.8312073
3210090;"";"OURENSE";"OURENSE";42.3438932;-7.8571791
3211005;"COSTOIA (CARBALLIÑO)";"COSTOIA (CARBALLIÑO, O)";"OURENSE";42.4769266;-8.0566477
3264012;"MANDIN";"VERIN";"OURENSE";41.8504778;-7.4182244
3264013;"FECES ABAJO";"VERIN";"OURENSE";41.9406091;-7.4406032
3410007;"VENTA DE BAÑOS POLIGONO INDUSTRIAL";"VENTA DE BAÑOS";"PALENCIA";41.9256819;-4.4883731
3413004;"VENTA BAÑOS";"VENTA DE BAÑOS";"PALENCIA";41.9174015;-4.4962674
3413006;"VILLAM.CERRA";"VILLAMURIEL DE CERRATO";"PALENCIA";41.9515154;-4.5151999
3510001;"LP/PTRO 76(LP.GU)LAS RAMBLAS GOLF";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510003;"LP/ALTAVISTA";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510004;"LP/GUANARTEME";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510007;"GC/TAFIRA CT";"TAFIRA";"LAS PALMAS";28.0745805;-15.4514820
3510009;"LP/TARAHALES";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510011;"GILES-CASA AYALA";"PALMAS DE GRAN CANARIA (LAS)";"LAS PALMAS";28.1207002;-15.4759123
3510013;"LP/LAS TORRES";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510015;"LA MINILLA PARC.6 LIT1540";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510016;"LA MINILLA PARC.12-13 LIT1540";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1288694;-15.4349010
3510018;"LA MINILLA PARC.14-16 LIT1540";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1288694;-15.4349010
3510019;"LA MINILLA PARC.2 LIT1540";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1288694;-15.4349010
3510021;"LA MINILLA PARC.9 LIT1540";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510022;"LAS PALMAS G.C.PTRO 71";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1288694;-15.4349010
3510023;"LAS PALMAS G.C.PTRO";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510024;"LAS PALMAS DE GC PTRO 0069";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510025;"LA MINILLA PAR.1 LIT1540";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510028;"LAS PALMAS/MAHIA GOLF(LP.GU)";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510033;"TAFIRA-PTRO 002-LOS TUCANES";"TAFIRA";"LAS PALMAS";28.0745805;-15.4514820
3510034;"MUXFIN VERACRUZ-MARIANAO";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3510092;"";"PALMAS DE GRAN CANARIA, LAS";"LAS PALMAS";28.1579336;-15.4196512
3513001;"OJOS GARZA";"TELDE";"LAS PALMAS";27.9464847;-15.3945888
3513002;"TELDE";"TELDE";"LAS PALMAS";27.9989730;-15.4118188
3513005;"TELDE-PTRO 1-LA ERMITA";"TELDE";"LAS PALMAS";27.9984538;-15.4166760
3513007;"GORO-MUXFIN NAVES GRUPO DUNAS";"GORO, EL (TELDE)";"LAS PALMAS";27.9682557;-15.3939262
3513008;"BREÑA";"BREÑA, LA (TELDE)";"LAS PALMAS";27.9658596;-15.4770258
3513010;"GORO";"TELDE";"LAS PALMAS";27.9586630;-15.3989360
3513011;"LA GARITA/P.EMP.JINAMAR";"TELDE";"LAS PALMAS";27.9984538;-15.4166761
3513012;"JINAMAR CRUZ DE LA GALLINA - CC EL MIRADOR";"JINAMAR";"LAS PALMAS";28.0329047;-15.4191651
3513013;"GANDO AEROPUERTO MUXFIN";"TELDE";"LAS PALMAS";27.9984538;-15.4166761
3562006;"STA.LUCIA";"SANTA LUCIA DE TIRAJANA";"LAS PALMAS";27.9106721;-15.5405162
3562007;"VECINDARIO";"VECINDARIO";"LAS PALMAS";27.8494562;-15.4405441
3562021;"VECINDARIO PTRO 01- EL SOCO";"VECINDARIO";"LAS PALMAS";27.8466856;-15.4407750
3562022;"POZO IZQUIERDO PTRO 2";"POZO IZQUIERDO-STA.L.TIRAJANA";"LAS PALMAS";27.8253474;-15.4243976
3563001;"ARRECIFE (LP)";"ARRECIFE";"LAS PALMAS";28.9639681;-13.5499014
3563025;"ARRECIFE-PTRO 003-MUXF. TANGANILLO";"ARRECIFE";"LAS PALMAS";28.9639681;-13.5499014
3579000;"";"SANTA LUCIA DE TIRAJANA";"LAS PALMAS";27.9115471;-15.5405202
3610002;"PT/CAMPOLONGO ARM/MULTISERVICIO";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610005;"XEVE EB";"PONTEVEDRA";"PONTEVEDRA";42.4788622;-8.5773508
3610006;"CAMPAÑO";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610008;"PT/MONTEPORREIRO";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610009;"";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3610090;"";"PONTEVEDRA";"PONTEVEDRA";42.4318876;-8.6431592
3611005;"SOAXE";"MARIN";"PONTEVEDRA";42.3657845;-8.7346336
3621004;"DOMAIO";"MOAÑA";"PONTEVEDRA";42.3038854;-8.6887474
3621005;"HIO";"CANGAS";"PONTEVEDRA";42.2779080;-8.8478941
3622003;"BUDIÑO CONTENEDOR";"PORRIÑO (O)";"PONTEVEDRA";42.1618812;-8.6202683
3622004;"GRANXA,A";"GRANXA, A";"PONTEVEDRA";42.4006700;-8.7587805
3622006;"PORRIÑO/GANDARAS MUXFIN";"PORRIÑO (O)";"PONTEVEDRA";42.1618812;-8.6202683
3663015;"OURAL (PT)";"SALVATERRA DE MIÑO";"PONTEVEDRA";42.1081233;-8.4897936
3663019;"SERRA (PTEAREAS-PADRONES)";"PONTEAREAS";"PONTEVEDRA";42.1741836;-8.5050427
3663020;"PONTEAREAS";"CARRASQUEIRA";"PONTEVEDRA";42.1778580;-8.5083951
3663022;"PONTEAREAS/PEREIRO ARMARIO U";"PONTEAREAS";"PONTEVEDRA";42.1741836;-8.5050427
3666003;"CAMBADOS/SETE PIAS";"CAMBADOS";"PONTEVEDRA";42.5295701;-8.7730505
3666019;"BOUZA";"CAMBADOS";"PONTEVEDRA";42.4835709;-8.8043758
2611007;"VILLAMEDIANA DE IREGUA";"VILLAMEDIANA DE IREGUA";"LA RIOJA";42.4222762;-2.4176799
2613003;"LARDERO";"LARDERO";"LA RIOJA";42.4278963;-2.4609105
2613008;"LG/SIERRA";"LOGROÑO";"LA RIOJA";42.4661196;-2.4396676
2613011;"LARDERO/SECTOR T1 - LARDERO/SECTOR R1";"LARDERO";"LA RIOJA";42.4272883;-2.4624393
2661001;"ALFARO";"ALFARO";"LA RIOJA";42.1866089;-1.7481374
2664004;"HARO CT  TSM-2600018";"HARO";"LA RIOJA";42.5768922;-2.8466768
2665007;"NAJERA CT TSM - 2600023";"NAJERA";"LA RIOJA";42.4167450;-2.7336874
3710008;"STA.MARTA TORMES/S.BLAS";"STA. MARTA DE TORMES";"SALAMANCA";40.9499990;-5.6274568
3710011;"CARRETERA SALAMANCA";"CARBAJOSA DE LA SAGRADA";"SALAMANCA";40.9426357;-5.6532459
3761037;"POLIGONO";"BEJAR";"SALAMANCA";40.3837283;-5.7701004
3763004;"BOCACARA";"CIUDAD RODRIGO";"SALAMANCA";40.6746511;-6.4030981
3763050;"CIUDAD RODRIGO/POL.VIÑAS";"CIUDAD RODRIGO";"SALAMANCA";40.5973921;-6.5335182
3767013;"PEÑARANDA BRACAMONTE";"PEÑARANDA DE BRACAMONTE";"SALAMANCA";40.8980610;-5.2068868
3810003;"SC/PORLIER";"STA. CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.3887583;-16.5854577
3810007;"S.CRISTOBAL LAGUNA";"SAN CRISTOBAL DE LA LAGUNA";"SANTA CRUZ DE TENERIFE";28.4870483;-16.3140403
3810008;"TF/TACO CT TSM - 3800059";"STA. CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.3887583;-16.5854577
3810009;"S.ANDRES (SC)";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4687096;-16.2528224
3810010;"TAGANANA";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4687096;-16.2528224
3810011;"TEJINA";"TEJINA";"SANTA CRUZ DE TENERIFE";28.5352039;-16.3609575
3810013;"GUAMASA";"GUAMASA";"SANTA CRUZ DE TENERIFE";28.4923208;-16.3667484
3810014;"MAJUELOS";"MAJUELOS, LOS";"SANTA CRUZ DE TENERIFE";28.4583914;-16.2994856
3810016;"PUNTA HIDALGO";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.5763895;-16.3288060
3810017;"IGUESTE";"IGUESTE SAN ANDRES";"SANTA CRUZ DE TENERIFE";28.5237691;-16.1494968
3810018;"VALLESECO";"VALLESECO";"SANTA CRUZ DE TENERIFE";28.4872086;-16.2371817
3810020;"MERCEDES, LAS";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4687096;-16.2528224
3810021;"VALLE GUERRA";"SAN CRISTOBAL DE LA LAGUNA";"SANTA CRUZ DE TENERIFE";28.5215207;-16.3892836
3810022;"MINA";"LA MINA";"SANTA CRUZ DE TENERIFE";28.4614674;-16.3368402
3810030;"PTRO CAMINO LOS ANDENES";"LOS ANDENES";"SANTA CRUZ DE TENERIFE";28.4493851;-16.3056439
3810090;"";"SANTA CRUZ DE TENERIFE";"SANTA CRUZ DE TENERIFE";28.4671780;-16.2507843
3811002;"BARRANCO HONDO";"CANDELARIA";"SANTA CRUZ DE TENERIFE";28.4671780;-16.2507843
4010001;"SG/HUERTOS";"SEGOVIA";"SEGOVIA";40.9864082;-4.2060194
4010005;"REVENGA";"REVENGA";"SEGOVIA";40.8721902;-4.1022136
4010007;"SG/LUZ CASTILLA";"SEGOVIA";"SEGOVIA";40.9222840;-4.1111726
4010010;"HONTORIA/P.IND.";"HONTORIA";"SEGOVIA";40.9075314;-4.1107515
4010017;"HONTORIA/CONSTITUCION";"HONTORIA (SEGOVIA)";"SEGOVIA";40.9078871;-4.1237381
4010090;"";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4012003;"MADRONA";"SEGOVIA";"SEGOVIA";40.8976318;-4.1712888
4012007;"MADRONA/C. PENITENCIARIO";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4012008;"FUENTEMILANOS";"SEGOVIA";"SEGOVIA";40.8748988;-4.2278588
4014002;"HONTANARES ERESMA/RIO";"HONTANARES DE ERESMA";"SEGOVIA";40.9822979;-4.2035613
4061001;"VALDESIMONTE/HUERTOS";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4064012;"PARADINA/ALAMO";"SEGOVIA";"SEGOVIA";40.7620094;-4.4458832
4079000;"";"SEGOVIA";"SEGOVIA";40.9481192;-4.1172101
4110001;"SEVILLA/ 5 MUXFINs";"SEVILLA";"SEVILLA";37.3886303;-5.9953403
4110018;"TOMARES";"TOMARES";"SEVILLA";37.3597453;-6.0514860
4110020;"SANTIPONCE";"SANTIPONCE";"SEVILLA";37.4412732;-6.0444000
4110029;"SAN JUAN DE AZNALFARACHE MUXFIN";"SAN JUAN DE AZNALFARACHE";"SEVILLA";37.3599507;-6.0328600
